Subject|Content|SA|mSA
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building green|1|1
Broncos|@joclark56: Broncos need a rape whistle|0|1
Broncos|@johnelway #Broncos wish u had Tebow now|0|0
Broncos|Congrats to the Seahawks on a decisive win. The Broncos will be back next year after a minor makeover. Peyton|1|0
Broncos|awesome comments about @BenGarland63 :) ...getting better every week lots of talent a great young man #Broncos|1|1
Broncos|RT @_LizzyMarie: Kansas city couldn't handle playing a real team. They've had it easy all season. #bouttime #BroncosCountry :)|0|0
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building green|1|1
Broncos|@Broncos need these please|1|1
Broncos|I really hope the Broncos come out and play in an impressive fashion so I can at least hope we dont get crushed in new england #INDvsDEN|-1|1
Broncos|RT @BigDuke50: Barksdale impressive vs Broncos. Didn't have much help vs Miller/Ware|0|0
Broncos|RT @Broncos: RT to wish @TheREALrodSmith a happy birthday! [http://t.co/h0Q8IZJ9iu] http://t.co/exk6McIOUx|0|1
Broncos|GAME DAY! In a few hours my friends and I will enter into that sacred Stadium to watch the wonderful game of Football! Go Broncos! Bring it!|1|1
Broncos|@MileHighReport Richard Sherman just ensured that about 95% of the country will be rooting for the Broncos in 2 wks. #GoBroncos|1|0
Broncos|@PurplePeoplePod Booing. The only reason I want the #Broncos to win is that T Joke & Percy do NOT deserve a ring before AP|1|1
Broncos|RT @VicLombardi: Someone call the fight. The Denver Broncos have won free agency for the third straight year. It's over.|1|1
Broncos|RT @Broncos: Not sure what all the talks about. Its clearly blue and orange.|0|0
Broncos|@KyleClark: We want no part of those Colts. Time to cheer for that lovable rapscallion Philip Rivers. #BroncosChat #gosuperchargers|0|1
Broncos|@NFL32 Broncos better D w/Jack as D-coordinator|1|1
Broncos|@LGBroncos33 It's pretty awesome Lane|0|0
Broncos|RT @TheChrisRubio: FULL EMBRACE! Rubio Long Snapper Aaron Brewer signs new contract with the Denver Broncos! http://t.co/A6m5wH3n5k http://|1|1
Broncos|We'll shit..... Hard to be a bronco fan right now. We will miss you champ!! Sorry we couldn't get that ring for you. #Broncos|1|1
Broncos|RT @DenverBroncos: RT to join us in wishing good luck to the @Avalanche|0|1
Broncos|#Broncos' @Grindin_59 poised for a breakout year with a new knee|0|1
Broncos|RT @CardinalLaws: I heard Manning chose the Broncos cause it's the only place he felt truly safe from Elvis Dumervil.|0|0
Broncos|RT @BroncosDefender: I hope @oakland627 likes his new avi! http://t.co/a86vwieeEK|0|1
Broncos|RT @Broncos: It's settled. According to new Harris Poll|0|1
Broncos|@prissyp13 I want a Broncos Shirt!!|1|1
Broncos|@Bro_Low @espn pretty sure the #Broncos and #paytonmanning are the only thing that will matter!!|1|0
Broncos|@staceyoutdoors Seahawks will win but would like to see Broncos win it . But the hawks have a faster team.|1|1
Broncos|Pretty sure Weber could have done better then the Broncos.... yikes.|0|0
Broncos|RT @DowntownDenver: Let's help light up the Empire State Building with the right colors! THIS IS #BroncosCountry! #SB48 #WhosGonnaWin http:|1|1
Broncos|@Chris_Meloni Broncos will win. I want it 4 Peyton! You are a Good man with great taste. Go Broncos!|1|1
Broncos|RT @Dory: I think Bruno Mars just scored more points than the Broncos|-1|0
Broncos|Broncos or Seahawks? If u guess the correct final score of the game we will send you $500 worth of free Undee... http://t.co/f1VvFy9hIK|0|0
Broncos|Kinda looks like the old 80's Elway SB Broncos|0|1
Broncos|@ChrisHarrisJr So happy for you and the new contract! Love my Broncos|1|1
Broncos|RT @87ed: So happy to see Gary Kubiak come home! He is a top notch coach who will bring a great staff to the #Broncos. Gary has what it tak|1|1
Broncos|#2014Faves RT @sportsgirl_xo: Honestly i pick and hope @Broncos win! I want chargers to stay Super Bowl less! Ha|1|1
Broncos|RT @TheBGates: I couldnt have said it better myself. RT @cordellsimmons: Clemson fans know how Broncos fans feel right now. Orange = turno|0|0
Broncos|To all my Denver Broncos Friends I just want to apologize in advance 10-0 is going to sound very good after tonight WIN! :-)|0|1
Broncos|RT @DenverBroncos: RT to wish Coach Fox a full and speedy recovery: http://t.co/Gfk7RjnICQ http://t.co/r6M8slYQj8|1|1
Broncos|Another Rivers SACK!? They don't want it! Missed FG? They really don't want it lol #Broncos #BroncosNation|0|1
Broncos|@9NEWS I want to win the #BroncosHuddle tickets!!!|1|1
Broncos|@Dance4Life06 The Broncos all the way!!!! Who u want to win?|1|1
Broncos|RT @cody_rose: @Chef_Dean the 7-7 Chargers beat the 11-3 Broncos in the playoffs not long ago. That's how playoffs work. You need to win wh|-1|1
Broncos|You are my favorite QB 4 ever!Broncos are not good anymore since u left.They need a superstar QB solid D players and good off line players!|-1|1
Broncos|@ChrisHarrisJr @CenturyLinkCO @Broncos hey chris can you help get the word out i want to adopt here is my link http://t.co/uv546pTudx thank|0|1
Broncos|RT @matt_vega619: I hate the Broncos but Peyton Manning is a monster. Who the fuck throws 7 TD's against the Super Bowl champs in the first|-1|1
Broncos|RT @ChrisHarrisJr: I just wanna thank Broncos Country for y'all love and support this year .|0|0
Broncos|Monday Monday Monday! I will be cheering on my Broncos while I work tonight...wishing I was watching the game!|1|1
Broncos|@Broncos defense make it healthy and replace some loose ends and let's get a ring|1|1
Broncos|RT @DenverBroncos: RT to wish Coach Fox a full and speedy recovery: http://t.co/Gfk7RjnICQ http://t.co/r6M8slYQj8|1|1
Broncos|@TimTebow love the Denver Broncos!I live in Denver we bleed Orange & Blue!Good luck today i'll be watching while making Christmas cookies|1|1
Broncos|#SuperBowl If Broncos score a TD they better go for 2 points they need to get a lot points|-1|1
Broncos|@tamaraholder we may see a new kind of rodeo in the post season this year. Cowboys and Broncos in a contest at a sold out arena.|0|1
Broncos|RT @Broncos: RT to wish @DemaryiusT a happy birthday! http://t.co/TE8XyP8O3M|0|1
Broncos|RT @nflnetwork: RT to wish @Broncos @ProFootballHOF TE @ShannonSharpe a happy birthday! http://t.co/OofaXu71uG|0|1
Broncos|The Broncos. But who cares? I'm proud that our first two truly free states are in it!#whosgonnawin|0|1
Broncos|John Ellway the Broncos need you!! #Superbowl #Broncos # getinthegameboys|1|1
Broncos|RT @ShannonSharpe: Been waiting 18 yrs to say this. Mr President we need as many men as you can spare. Cause the Broncos just killed the P|0|0
Broncos|Broncos may well need 14-game winning streak to win Super Bowl http://t.co/2wdS3UAT via @denverpost|1|1
Broncos|RT @Jason_Elam: Way to go Matt Prater! Awesome! Way to keep it in the Broncos family! I'm very proud and excited for you!|1|1
Broncos|Broncos adjusting to new offense Video http://t.co/i9e2EWYGG8|0|1
Broncos|Tomorrow is a big day! Broncos vs patriots. Or more importantly Manning vs Brady This will be epic!!|0|0
Broncos|Ok things starting to come around - let's go horse! We need a rematch so Broncos can serve up a sweet bowl of revenge!|0|1
Broncos|Broncos are looking pretty good right now.|1|1
Broncos|RT @DenverBroncos: RT to wish Coach Fox a full and speedy recovery: http://t.co/Gfk7RjnICQ http://t.co/r6M8slYQj8|1|1
Broncos|It's a beautiful day in Colorado! Those Rockies are clear today & look so majestic! Maybe the Broncos will be inspired to win. Touchdown!|1|1
Broncos|RT @Broncos: RT to wish #broncos EVP/GM @johnelway a Happy Birthday! http://t.co/J2aVKQu0NF|0|1
Broncos|Peyton you have officially broken my heart not coming home to TN & left me a closet full of Broncos gear to dry rot! #gonnalookgoodingreen|0|0
Broncos|The Denver Broncos will be back. No team in the AFC is better than the Denver Broncos. #FACT|1|1
Broncos|@Broncos in all honesty this loss just saved next weeks ass beating. This team was not elite and it showed against good teams.|1|-1
Broncos|Bernie who? Browns fans now have a new favorite quarterback with shitty mechanics who helps the Broncos win.|0|1
Broncos|RT @850KOA: Manning has accepted a new deal to play with the @Broncos in 2015 according to @Jeff_Legwold - Details inside http://t.co/jGvi2|0|1
Broncos|@irockvans7 ready for this Ravens vs Broncos game? Fyi My boys are 9 pt favorites im just sayin :)|0|0
Broncos|@Broncos_21 He might want to go into hiding.|0|1
Broncos|@eddieroyal19 Not me. The Broncos need a major overhaul before they become a good team again.|-1|1
Broncos|Is just me or does the new Broncos coach look like the guy from coneheads? #NFL|0|1
Broncos|@87ed the new 87 is really good but ur always my fave Broncos reciever! Eddie Mac!!|0|1
Broncos|Puullleeeeaaaassssseeeeeee! Broncos ball! Refs need to step it up! #mnf #Refs|0|1
Broncos|@Broncos @johnelway @TigerWoods So you want to play wide receiver because you look like Hines Ward?|0|1
Broncos|@karlikelly you jinxed it.. well maybe the Broncos will do better next week|1|1
Broncos|@THELocalLegend Imagine words coming from Brady when signs team friendly deal for 13m less/yr than his worth & don't match Broncos 4 Welk.|0|0
Broncos|Broncos beat the Seahawks then shut out the 49ers 34-0 at their new stadium. May only be preseason|1|0
Broncos|RT @DenverBroncos: RT to wish Coach Fox a full and speedy recovery: http://t.co/Gfk7RjnICQ http://t.co/r6M8slYQj8|1|1
Broncos|RT @DenverBroncosMx: Thank You USA friends We continue to support the great #BRONCOS #UnitedInOrange !|1|0
Broncos|Why did Rivers grab Deckers out of bounds on the punt return? Does he want to make a play? Stay classy San Diego! #GoBroncos|1|1
Broncos|@stephenasmith Its funny the lowly Bills thumped the mighty Tebow Oh yeah and the Broncos to lol.|0|1
Broncos|@Broncos Dear Broncos Fans and Team..Fan needs all the support and help..Tweet me here if anyone would like to know how! :)|1|0
Broncos|RT @Rachel__Nichols: So Tebowmania needs a new home. Where to? RT @AdamSchefter Broncos will try to trade Tim Tebow|0|0
Broncos|So Elvis it was all about the money. That I want to be a Broncos was just a bunch of BS!!! Go be that big fish in a small pond. WTFE!!!!!|-1|0
Broncos|RT @9NEWS: RT if you want Tim Tebow: http://t.co/T5kbmhjg #Broncos|0|1
Broncos|I think the Broncos will be Super Bowl champs. Get ready to light up the Empire State Building green|1|1
Broncos|Final chapter will read... what? RT @PostBroncos: Our new book on Peyton Manning as leader of the #Broncos http://t.co/D9T9faAIse|0|0
Broncos|@PFF_Steve Teddy to the Broncos sounds too good to be true. Clearly don't need a big arm to run that offense...|1|1
Broncos|#Broncos are an amazing team. What in the actual crap happened here tonight?|1|1
Broncos|@ESPN_FirstTake 50% of Broncos fan I know are going for Tebow & Jets. We love Peyton but We hate Elway & how he treated Tebow like garbage!|0|1
Broncos|@nfl @Broncos @Colts add to the bullshit call on Bryant catch and you have some rules which need addressed don't you? WoW|0|1
Broncos|RT @Broncos: We will continue working toward a long-term agreement with @DemaryiusT|0|0
Broncos|RT @espngolic: @LGMondini: @espngolic Sherman is the reason I will root for BroncosI'm sure there will be a whole bunch of people who fee|1|0
Broncos|I'm so excited for the new football season! I will be interesting to see what will happen with all the changes! Good luck & Go Broncos!|1|1
Broncos|The Seahawks offered Harvin for Julius Thomas to the Broncos? In what kind of world would the Broncos even have considered that straight up?|1|1
Broncos|Tebow is now the most famous white Bronco since O.J's truck #TEBOW #Broncos|1|0
Broncos|I hope the #Broncos made a good choice|1|1
Broncos|@VicLombardi Broncos are a soft as a cream puffs and I hate fox as a coach.|-1|-1
Broncos|RT @DenverBroncos: RT to wish Coach Fox a full and speedy recovery: http://t.co/Gfk7RjnICQ http://t.co/r6M8slYQj8|1|1
Broncos|@BroncoBurgers I live in Lincoln and drive to Omaha just to eat Broncos chicken plus those delicious fries.|0|1
Broncos|RT @Broncos: RT to wish Peyton Manning a happy birthday! Re-live his highlights from the 2013 season: http://t.co/Pz3jYmRgNt. http://t.co/X|0|1
Broncos|RT @Broncos: Peyton #Manning honors an old friend tonight on @Letterman's final 'Late Show.'|0|0
Broncos|@tyclem15 @Broncos hate to state the obvious but tebow made things interesting at least. #shouldakepttebow|0|0
Broncos|@LindsayLorinda: The Broncos need a little motivation from Troy Bolton and the Wildcats rn #getchaheadinthegame|1|1
Broncos|RT @DenverBroncos: RT to wish Coach Fox a full and speedy recovery: http://t.co/Gfk7RjnICQ http://t.co/r6M8slYQj8|1|1
Broncos|I wish that play actually got off that would have been amazing #PatriotsVsBroncos|0|1
Broncos|@PostBroncos @MikeKlis they need to draft @teco_raww #beast|0|1
Broncos|Gonna need some new Broncos gear for Monday Night Football in cincy|1|1
Broncos|PS I hate the Broncos. I hate John Elway. #CLE4Ever|-1|-1
Broncos|@nfl all it is hall want it too be Broncos and Seahawks at the super bowl again this year so fuck y'all|-1|0
Broncos|@Broncos great day 1|1|1
Broncos|@SuperBowl 49 I want to see my Patriots vs Cowboys that would be awsome & if not Broncos vs Packer imagine how epic these games would be.|-1|1
Broncos|The Broncos will recover from their loss to the Patrots!|1|0
Broncos|@VerizonWireless #DenverBroncos will blow out the overrated D of Seattle! #UnitedInOrange #DENBestFans|1|0
Broncos|@ESPN_FirstTake I want Tebow to play horrible for 55 min against the Broncos & 5 min of TEBOW TIME to nock the Broncos out the playoffs|-1|-1
Broncos|OMG! We're going to miss the #Broncos vs #Seahawks to see the #Chiefs vs #Dolphins! That's just wrong on so many levels. #Jaguars|0|0
Broncos|We #Broncos played a tuff game pats good win|1|1
Broncos|@SeattlePD @Broncos All you bandwagon idiots are completely classless & being the SPD makes this even worse. #WorstCallEVER #UDeservedIt|-1|0
Broncos|RT @SportsAuthField: @SportsAuthField is getting ready for the @Broncos playoff game on Sunday. RT if you are ready! http://t.co/olOtqvNcH9|0|1
Broncos|@DenverBroncos Get ready to put a hurt on the chiefs!|-1|0
